
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000240                       # Number of seconds simulated (Second)
simTicks                                    240047500                       # Number of ticks simulated (Tick)
finalTick                                   240047500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     22.52                       # Real time elapsed on the host (Second)
hostTickRate                                 10657937                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1458512                       # Number of bytes of host memory used (Byte)
simInsts                                      1773723                       # Number of instructions simulated (Count)
simOps                                        3243053                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    78752                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     143989                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          441947                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              4.041582                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.247428                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         305613                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      80                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        270669                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   491                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              104977                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           208027                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 20                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             321510                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.841868                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.827544                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::0                   247022     76.83%     76.83% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::1                    14374      4.47%     81.30% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::2                    12193      3.79%     85.10% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::3                    12592      3.92%     89.01% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::4                     9872      3.07%     92.08% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::5                     9701      3.02%     95.10% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::6                     7483      2.33%     97.43% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::7                     4942      1.54%     98.96% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::8                     3331      1.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::total               321510                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntAlu                   3080     67.41%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntMult                     0      0.00%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntDiv                      0      0.00%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatAdd                    0      0.00%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCmp                    0      0.00%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCvt                    0      0.00%     67.41% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMult                   0      0.00%     67.41% # attempts to use FU when none available (Count)
