
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001341                       # Number of seconds simulated (Second)
simTicks                                   1340969000                       # Number of ticks simulated (Tick)
finalTick                                  1340969000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     29.87                       # Real time elapsed on the host (Second)
hostTickRate                                 44887831                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1472856                       # Number of bytes of host memory used (Byte)
simInsts                                      5655967                       # Number of instructions simulated (Count)
simOps                                        9974544                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   189329                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     333889                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          439833                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              4.022250                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.248617                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         305724                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      80                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        270896                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   496                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              105088                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           207890                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 20                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             316448                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.856052                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.842756                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::0                   242110     76.51%     76.51% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::1                    14313      4.52%     81.03% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::2                    12103      3.82%     84.86% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::3                    12577      3.97%     88.83% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::4                     9763      3.09%     91.92% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::5                     9655      3.05%     94.97% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::6                     7551      2.39%     97.35% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::7                     4995      1.58%     98.93% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::8                     3381      1.07%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::total               316448                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntAlu                   3176     68.33%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntMult                     0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntDiv                      0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatAdd                    0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCmp                    0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCvt                    0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMult                   0      0.00%     68.33% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMultAcc                0      0.00%     68.33% # attempts to use FU when none available (Count)
