
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001342                       # Number of seconds simulated (Second)
simTicks                                   1341559000                       # Number of ticks simulated (Tick)
finalTick                                  1341559000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     33.73                       # Real time elapsed on the host (Second)
hostTickRate                                 39770723                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1493244                       # Number of bytes of host memory used (Byte)
simInsts                                      6352904                       # Number of instructions simulated (Count)
simOps                                       11108493                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   188333                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     329312                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          442194                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              4.043841                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.247290                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                         305242                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      80                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                        270561                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   485                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              104606                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           206688                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 20                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             317381                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.852480                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.842930                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::0                   243505     76.72%     76.72% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::1                    14151      4.46%     81.18% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::2                    11782      3.71%     84.89% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::3                    12419      3.91%     88.81% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::4                     9760      3.08%     91.88% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::5                     9796      3.09%     94.97% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::6                     7579      2.39%     97.36% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::7                     5017      1.58%     98.94% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::8                     3372      1.06%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::total               317381                       # Number of insts issued each cycle (Count)
system.cpu0.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntAlu                   3143     67.64%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntMult                     0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::IntDiv                      0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatAdd                    0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCmp                    0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatCvt                    0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMult                   0      0.00%     67.64% # attempts to use FU when none available (Count)
system.cpu0.statFuBusy::FloatMultAcc                0      0.00%     67.64% # attempts to use FU when none available (Count)
